gene_name,sample_id,TPM
HNRNPA1,27212,9648.42401862759
HNRNPA1,27213,25550.40476924297
HNRNPA1,27296,7217.211659022221
HNRNPA1,27297,9273.515455236213
HNRNPA1,27298,7097.19583010561
HNRNPA1,27299,10129.44601782303
HNRNPA1,27300,9354.900714079611
HNRNPA1,27301,26062.719404576783
HNRNPA1,27302,13287.370970499062
HNRNPA1,27303,13252.4350151589
HNRNPA1,27304,24765.167971985764
HNRNPA1,27305,9682.477890963493
HNRNPA1,27306,3078.8974616879927
HNRNPA1,27307,15257.284283707793
HNRNPA1,27308,12513.26162611688
HNRNPA1,27309,12699.547039350462
HNRNPA1,27310,15811.527469781626
HNRNPA1,27311,19668.258707894187
HNRNPA1,27312,43572.76338010069
HNRNPA1,27313,15176.097753311537
HNRNPA1,27314,20076.036575888727
HNRNPA1,27315,14339.323509399135
HNRNPA1,27330,20440.769011971817
HNRNPA1,27331,19327.36642180618
HNRNPA1,27332,7612.285774221101
HNRNPA1,27333,13465.873125355956
HNRNPA1,27334,28329.6311140083
HNRNPA1,27335,11390.908124201793
HNRNPA1,27336,29634.831900901107
HNRNPA1,27337,11523.894143038675
HNRNPA1,27338,34939.380691652936
HNRNPA1,27339,9768.183691269891
HNRNPA1,27340,15173.833634874865
HNRNPA1,27341,6291.009533050742
HNRNPA1,27424,15950.656273405804
HNRNPA1,27425,20662.16596527598
HNRNPA1,27426,8822.07117013844
HNRNPA1,27427,13425.577459216885
HNRNPA1,27428,14279.956468971868
HNRNPA1,27429,18319.37494989164
HNRNPA1,27430,10824.952882888614
HNRNPA1,27431,8357.407568504712
HNRNPA1,27432,14992.527273132477
HNRNPA1,27433,16858.92655187521
HNRNPA1,27435,11329.103253623705
HNRNPA1,27436,27446.350771191926
HNRNPA1,27437,10171.171108840108
HNRNPA1,27438,14384.852306233344
HNRNPA1,27439,25964.115981965402
HNRNPA1,27440,13926.259500955157
HNRNPA1,27441,18524.999918606103
HNRNPA1,27442,17050.577468385505
HNRNPA1,27443,16069.116764045348
HNRNPA1,27458,8994.125083023368
HNRNPA1,27459,19399.41933198605
HNRNPA1,27460,16256.77445927267
HNRNPA1,27461,10398.553313778373
HNRNPA1,27462,29182.935467694766
HNRNPA1,27463,17886.142377589294
HNRNPA1,27464,10039.653108012075
HNRNPA1,27465,22136.827877361608
HNRNPA1,27466,18700.419241524152
HNRNPA1,27467,11279.687624342538
HNRNPA1,27468,6116.896491797742
HNRNPA1,27469,16165.880024714346
HNRNPA1,27552,13752.375727339335
HNRNPA1,27553,15747.028067133702
HNRNPA1,27554,4053.262854852102
HNRNPA1,27555,9263.236068440578
HNRNPA1,27556,13824.6354443861
HNRNPA1,27557,6966.903477001762
HNRNPA1,27558,13805.680270107576
HNRNPA1,27559,35081.16026707229
HNRNPA1,27560,3659.2978100760897
HNRNPA1,27561,15369.676518755907
HNRNPA1,27562,11882.077696427372
HNRNPA1,27563,14755.843520307715
HNRNPA1,27564,16755.873562410183
HNRNPA1,27565,20825.063866651926
HNRNPA1,27566,11933.806576968924
HNRNPA1,27567,15083.022473024916
HNRNPA1,27568,26602.281476337674
HNRNPA1,27569,10345.698017773504
HNRNPA1,27570,12886.767518349985
HNRNPA1,27571,35452.299028632966
HNRNPA1,27586,10572.1493544265
HNRNPA1,27587,11593.71803262942
HNRNPA1,27588,14220.336768136605
HNRNPA1,27589,16378.752897465156
HNRNPA1,27590,17887.028229984793
HNRNPA1,27591,13179.07978489559
HNRNPA1,27592,20969.204338897194
HNRNPA1,27593,19579.411789178077
HNRNPA1,27594,8447.390152370084
HNRNPA1,27595,12817.426837799914
HNRNPA1,27596,13622.976945016093
HNRNPA1,27597,21280.416149346092
HNRNPA1,27680,15799.228454825565
HNRNPA1,27681,18910.385527483075
HNRNPA1,27682,13786.3607864498
HNRNPA1,27683,28975.418764718095
HNRNPA1,27684,11771.996831750608
HNRNPA1,27685,16946.1432628681
HNRNPA1,27686,13605.697585039408
HNRNPA1,27687,18684.638982959306
HNRNPA1,27688,12305.481783792493
HNRNPA1,27689,5412.981546068179
HNRNPA1,27690,14155.403841552241
HNRNPA1,27691,15927.281662362553
HNRNPA1,27692,16541.376710484674
HNRNPA1,27693,13767.67254701985
HNRNPA1,27694,13262.949277080019
HNRNPA1,27695,33968.69103914905
HNRNPA1,27696,14719.798073822365
HNRNPA1,27697,18878.1497260064
HNRNPA1,27698,6940.688495477836
HNRNPA1,27699,25247.554254167786
HNRNPA1,27714,15502.555930732855
HNRNPA1,27715,17504.36291124079
HNRNPA1,27716,23485.432340805877
HNRNPA1,27717,14041.88296776182
HNRNPA1,27718,10318.984827016136
HNRNPA1,27719,21192.255331663677
HNRNPA1,27720,5794.106521119146
HNRNPA1,27721,13546.673113317598
HNRNPA1,27722,12739.292413198396
HNRNPA1,27723,22227.423453904285
HNRNPA1,27724,17532.163554991403
HNRNPA1,27725,4029.9783211870313
HNRNPA1,27808,9964.050736928722
HNRNPA1,27809,9550.845225473051
HNRNPA1,27810,10574.635272764908
HNRNPA1,27811,4416.070889133785
HNRNPA1,27812,11346.424665575216
HNRNPA1,27813,10224.423440564666
HNRNPA1,27814,13401.42577401677
HNRNPA1,27815,14022.899560079664
HNRNPA1,27816,26682.236848490717
HNRNPA1,27817,13338.523151887284
HNRNPA1,27818,13953.182138840559
HNRNPA1,27819,37042.8520392212
HNRNPA1,27820,19659.589976619613
HNRNPA1,27821,10890.125823176442
HNRNPA1,27822,9832.189474648801
HNRNPA1,27823,11216.575084671564
HNRNPA1,27824,9671.406550687565
HNRNPA1,27825,8411.442729397495
HNRNPA1,27826,10416.172536564938
HNRNPA1,27827,8331.868036421674
HNRNPA1,27842,8015.142758599061
HNRNPA1,27843,15623.28607624683
HNRNPA1,27844,13262.984687764405
HNRNPA1,27845,16439.46355717546
HNRNPA1,27846,17774.71634890567
HNRNPA1,27847,9012.96174471921
HNRNPA1,27848,17087.66328621218
HNRNPA1,27849,29510.927340085098
HNRNPA1,27850,9791.753800013243
HNRNPA1,27851,15881.512502296919
HNRNPA1,27852,31359.718390635193
HNRNPA1,27853,20526.391639617745
HNRNPA1,28832,6656.880963237632
HNRNPA1,28833,8859.6388038858
HNRNPA1,28834,12944.120417090171
HNRNPA1,28835,10721.509484958951
HNRNPA1,28836,17370.827499711344
HNRNPA1,28837,17458.62191074848
HNRNPA1,28838,17221.43464388944
HNRNPA1,28839,19719.009237704173
HNRNPA1,28840,19396.20125796922
HNRNPA1,28841,19401.048593300377
HNRNPA1,28842,12376.386135212919
HNRNPA1,28843,8396.325634766492
HNRNPA1,28844,13500.573845460995
HNRNPA1,28845,18690.120864283224
HNRNPA1,28846,8173.052800126083
HNRNPA1,28847,20874.47214743196
HNRNPA1,28848,11868.125964129265
HNRNPA1,28849,13447.776059792
HNRNPA1,28850,10678.012060587453
HNRNPA1,28851,17602.158795834315
HNRNPA1,28866,18862.125716959836
HNRNPA1,28867,34599.2797193003
HNRNPA1,28868,11564.875593397412
HNRNPA1,28869,7193.6613408015955
HNRNPA1,28870,8903.021065087429
HNRNPA1,28871,13681.772392002964
HNRNPA1,28872,19887.33091162389
HNRNPA1,28873,8791.323962731834
HNRNPA1,28874,27530.02699920887
HNRNPA1,28875,16493.700334195724
HNRNPA1,28876,12852.245709694133
HNRNPA1,28877,8511.25327363613
HNRNPA1,28960,20648.65978948218
HNRNPA1,28961,23774.58751236818
HNRNPA1,28962,12416.150558106467
HNRNPA1,28963,3048.6108975236693
HNRNPA1,28964,10997.13642779023
HNRNPA1,28965,15726.675056520404
HNRNPA1,28966,9787.796732968376
HNRNPA1,28967,43685.505453162026
HNRNPA1,28968,17533.096636810653
HNRNPA1,28969,19667.93798334824
HNRNPA1,28970,17151.54350396074
HNRNPA1,28971,18002.2565526918
HNRNPA1,28972,17472.89653106963
HNRNPA1,28973,11653.471183837673
HNRNPA1,28974,12838.794789436643
HNRNPA1,28975,9605.45078014839
HNRNPA1,28976,34039.77646798936
HNRNPA1,28977,30324.942705764286
HNRNPA1,28978,6325.423993802746
HNRNPA1,28979,16006.95734339794
HNRNPA1,28994,8494.695570194088
HNRNPA1,28995,6994.352379885679
HNRNPA1,28996,19712.753987709646
HNRNPA1,28997,17128.808410488156
HNRNPA1,28998,15396.853139141183
HNRNPA1,28999,20472.7032551482
HNRNPA1,29000,22809.864935551224
HNRNPA1,29001,18667.00316830061
HNRNPA1,29002,11174.840182485523
HNRNPA1,29003,16071.428327879761
HNRNPA1,29004,13553.363050823189
HNRNPA1,29088,16674.398756323666
HNRNPA1,29089,9827.284004955009
HNRNPA1,29090,7439.2277648421
HNRNPA1,29091,17091.49296113146
HNRNPA1,29092,36861.76339652493
HNRNPA1,29093,10286.295066280154
HNRNPA1,29094,11273.221869292927
HNRNPA1,29095,23627.474684400797
HNRNPA1,29096,12405.147021780034
HNRNPA1,29097,8019.998665730185
HNRNPA1,29098,14466.633853313644
HNRNPA1,29099,12548.071160115524
HNRNPA1,29100,10322.969644368706
HNRNPA1,29101,12219.900404831404
HNRNPA1,29102,20760.601324216124
HNRNPA1,29103,11371.316366802155
HNRNPA1,29104,4708.236382707644
HNRNPA1,29105,8746.539678493693
HNRNPA1,29106,18955.561041365912
HNRNPA1,29107,20448.797003090727
HNRNPA1,29122,12813.965518969819
HNRNPA1,29123,24209.398470902233
HNRNPA1,29124,10927.235602858927
HNRNPA1,29125,40089.31083722497
HNRNPA1,29126,12253.020786050998
HNRNPA1,29127,8182.783310126874
HNRNPA1,29128,10329.145802201889
HNRNPA1,29129,11198.834489074889
HNRNPA1,29130,9126.857782853485
HNRNPA1,29131,5389.457387746519
HNRNPA1,29132,10442.269498363175
HNRNPA1,29133,5683.722130143956
HNRNPA1,29216,17872.906613706607
HNRNPA1,29217,13787.524886915331
HNRNPA1,29218,14158.653478735498
HNRNPA1,29219,20120.49580266683
HNRNPA1,29220,16472.026891467245
HNRNPA1,29221,10385.374354336825
HNRNPA1,29222,17475.71451856568
HNRNPA1,29223,10329.452075056299
HNRNPA1,29224,10274.518108050699
HNRNPA1,29225,18351.374704901675
HNRNPA1,29226,10811.29586940288
HNRNPA1,29227,12285.343941669928
HNRNPA1,29228,24338.16034192041
HNRNPA1,29229,10619.517678605007
HNRNPA1,29230,13877.239517118333
HNRNPA1,29231,31454.146308481075
HNRNPA1,29232,7635.280028328198
HNRNPA1,29233,12523.797819519235
HNRNPA1,29234,18674.652324263145
HNRNPA1,29235,14284.0504281346
HNRNPA1,29250,19847.950471139502
HNRNPA1,29251,5400.9981931697475
HNRNPA1,29252,20282.222900004796
HNRNPA1,29253,41944.36500687896
HNRNPA1,29254,9266.090851447734
HNRNPA1,29255,16309.82789277589
HNRNPA1,29256,11783.861393701038
HNRNPA1,29257,19483.335291437703
HNRNPA1,29258,29392.026126610137
HNRNPA1,29259,2820.2890081548003
HNRNPA1,29260,14422.00781771399
HNRNPA1,29261,18964.387992891323
HNRNPA1,29344,10194.243159252203
HNRNPA1,29345,14516.179817328497
HNRNPA1,29346,16409.08230494665
HNRNPA1,29347,18896.232404040435
HNRNPA1,29348,1385.2503372046874
HNRNPA1,29349,15143.997926032593
HNRNPA1,29350,13921.95554734399
HNRNPA1,29351,16818.622709808435
HNRNPA1,29352,12933.00749588893
HNRNPA1,29353,17038.4277858956
HNRNPA1,29354,15992.854847975459
HNRNPA1,29355,10813.208499172222
HNRNPA1,29356,11203.878604420132
HNRNPA1,29357,7370.058155071487
HNRNPA1,29358,21131.25564012556
HNRNPA1,29359,12575.61156488012
HNRNPA1,29360,21263.068655883028
HNRNPA1,29361,16533.951577703698
HNRNPA1,29362,12446.245869831837
HNRNPA1,29363,12943.567755652131
HNRNPA1,29378,13004.199668153145
HNRNPA1,29379,13173.511424639853
HNRNPA1,29380,9441.86304978364
HNRNPA1,29381,13708.516234565419
HNRNPA1,29382,21996.835692551227
HNRNPA1,29383,15205.275236458765
HNRNPA1,29384,25129.24138678852
HNRNPA1,29385,20169.46609423512
HNRNPA1,29386,17429.486997401917
HNRNPA1,29387,3274.4148358123825
HNRNPA1,29388,14949.805912905184
HNRNPA1,29389,20192.846416590666
HNRNPA1,29472,13943.778939632444
HNRNPA1,29473,19355.764342973533
HNRNPA1,29474,15326.11991531533
HNRNPA1,29475,3827.942173547573
HNRNPA1,29476,15037.154490728115
HNRNPA1,29477,9374.653164160889
HNRNPA1,29478,3588.453240955388
HNRNPA1,29479,15583.185987220108
HNRNPA1,29480,7293.759791925113
HNRNPA1,29481,16585.773526827794
HNRNPA1,29482,15554.328891450767
HNRNPA1,29483,12109.498450920175
HNRNPA1,29484,11252.716314726735
HNRNPA1,29485,22863.907410961936
HNRNPA1,29486,17044.38508291483
HNRNPA1,29487,40660.044329621756
HNRNPA1,29488,13876.689878094008
HNRNPA1,29489,11491.46511321671
HNRNPA1,29490,12894.077947396694
HNRNPA1,29491,25473.593860327273
HNRNPA1,29506,8927.837417728526
HNRNPA1,29507,17000.137079401244
HNRNPA1,29508,15127.566638047458
HNRNPA1,29509,9836.683318093923
HNRNPA1,29510,15350.998928996773
HNRNPA1,29511,8896.501899316736
HNRNPA1,29512,14308.59257949025
HNRNPA1,29513,10816.16878470847
HNRNPA1,29514,22149.152747236385
HNRNPA1,29515,21234.77602244609
HNRNPA1,29516,17745.71390472124
HNRNPA1,29517,12384.824466545717
HNRNPA1,53314,14230.095042962197
HNRNPA1,53315,16256.699921618909
HNRNPA1,53318,15201.833800839013
HNRNPA1,53319,16723.88194205707
HNRNPA1,53322,15821.489626648845
HNRNPA1,53323,19514.331515389837
HNRNPA1,53326,5441.896009560199
HNRNPA1,53327,3588.7025933567693
HNRNPA1,53330,9273.24460090909
HNRNPA1,53331,15630.853273727767
HNRNPA1,53334,26838.169697802434
HNRNPA1,53335,17238.952783231824
HNRNPA1,53338,10876.827116919065
HNRNPA1,53339,22380.166500294243
HNRNPA1,53342,19466.664357325422
HNRNPA1,53343,41245.649336938106
HNRNPA1,53346,10884.314532157174
HNRNPA1,53347,9489.9336908243
HNRNPA1,53350,12429.904564356586
HNRNPA1,53351,10990.977044114397
HNRNPA1,53382,20927.233368581245
HNRNPA1,53383,16944.846152435446
HNRNPA1,53386,2382.0857784316704
HNRNPA1,53387,2367.011168234981
HNRNPA1,53390,19418.494093836394
HNRNPA1,53391,15437.016083833552
HNRNPA1,53394,40538.90239859584
HNRNPA1,53395,10708.638027750141
HNRNPA1,53398,14863.488237258833
HNRNPA1,53399,17722.760333081056
HNRNPA1,53402,14509.455775202978
HNRNPA1,53403,36428.19488162926
HNRNPA1,53570,13575.695489336966
HNRNPA1,53571,13064.352019894952
HNRNPA1,53574,17531.66520915044
HNRNPA1,53575,23857.007323818183
HNRNPA1,53578,5180.822517384973
HNRNPA1,53579,10721.544651904958
HNRNPA1,53582,13771.212268957683
HNRNPA1,53583,14625.011275461497
HNRNPA1,53586,19763.750149140844
HNRNPA1,53587,14531.117941243716
HNRNPA1,53590,8589.02435290679
HNRNPA1,53591,11639.004520886661
HNRNPA1,53594,20388.613764675018
HNRNPA1,53595,18262.638024122632
HNRNPA1,53598,1967.9537283393913
HNRNPA1,53599,14466.800976456434
HNRNPA1,53602,20398.937653440684
HNRNPA1,53603,9646.692434387922
HNRNPA1,53606,4596.599030241479
HNRNPA1,53607,9234.51710659419
HNRNPA1,53638,14801.092116415064
HNRNPA1,53639,12969.066362216623
HNRNPA1,53642,24429.122511537305
HNRNPA1,53643,24046.269762644173
HNRNPA1,53646,16207.895528295488
HNRNPA1,53647,25378.33329413304
HNRNPA1,53650,10586.502822534721
HNRNPA1,53651,7226.910848674275
HNRNPA1,53654,12865.467742899074
HNRNPA1,53655,12442.074028302659
HNRNPA1,53658,3280.8533317222236
HNRNPA1,53659,12872.719476083948
HNRNPA1,53826,8918.039702436046
HNRNPA1,53827,13117.134184377235
HNRNPA1,53830,12201.965210162902
HNRNPA1,53831,16586.310300983485
HNRNPA1,53834,14539.526983464179
HNRNPA1,53835,25626.263644827457
HNRNPA1,53838,16066.246243059672
HNRNPA1,53839,11864.567393842135
HNRNPA1,53842,8664.744049141866
HNRNPA1,53843,9039.16692501295
HNRNPA1,53846,6221.083686450521
HNRNPA1,53847,8044.663953592788
HNRNPA1,53850,34182.76130497789
HNRNPA1,53851,13607.309847825909
HNRNPA1,53854,10936.533311728394
HNRNPA1,53855,10684.006819269976
HNRNPA1,53858,10552.888273402246
HNRNPA1,53859,13455.43672595103
HNRNPA1,53862,45432.91826903833
HNRNPA1,53863,19864.02418363447
HNRNPA1,53894,10604.696490609056
HNRNPA1,53895,5022.359947271556
HNRNPA1,53898,18216.192292047028
HNRNPA1,53899,4347.959191934328
HNRNPA1,53902,5941.678782158112
HNRNPA1,53903,11966.284342500932
HNRNPA1,53906,23633.0533304121
HNRNPA1,53907,35174.27004765917
HNRNPA1,53910,7044.036842716864
HNRNPA1,53911,20653.025336920728
HNRNPA1,53914,20595.47954750071
HNRNPA1,53915,13962.056305889017
HNRNPA1,54082,23160.926206148048
HNRNPA1,54083,13180.711489593203
HNRNPA1,54086,39567.26321134072
HNRNPA1,54087,11991.943262282077
HNRNPA1,54090,22352.52744480823
HNRNPA1,54091,17624.670227390263
HNRNPA1,54094,15741.420966989763
HNRNPA1,54095,36235.02505725776
HNRNPA1,54098,17691.76978509965
HNRNPA1,54099,19142.234799114565
HNRNPA1,54102,14620.44287187507
HNRNPA1,54103,15714.949389525875
HNRNPA1,54106,26291.169306679294
HNRNPA1,54107,18819.20737114426
HNRNPA1,54110,11461.48958467558
HNRNPA1,54111,12860.048758184104
HNRNPA1,54114,14837.155781425123
HNRNPA1,54115,16650.368923397837
HNRNPA1,54118,12956.90221723267
HNRNPA1,54119,15653.409413544216
HNRNPA1,54150,22316.33010548724
HNRNPA1,54151,15095.971797897062
HNRNPA1,54154,13178.991646471055
HNRNPA1,54155,18661.882905920218
HNRNPA1,54158,15235.632346905477
HNRNPA1,54159,5700.372961895997
HNRNPA1,54162,20113.796286326724
HNRNPA1,54163,10279.960964690912
HNRNPA1,54166,21041.697189083905
HNRNPA1,54167,9402.123985975924
HNRNPA1,54170,19239.646629813407
HNRNPA1,54171,11341.601175025198
HNRNPA1,54338,8822.339564751877
HNRNPA1,54339,18793.77956437254
HNRNPA1,54342,15717.84710677615
HNRNPA1,54343,13622.215958521658
HNRNPA1,54346,19618.66757427156
HNRNPA1,54347,37324.016306110345
HNRNPA1,54350,6503.228745494745
HNRNPA1,54351,25361.777361406585
HNRNPA1,54354,9181.858910360243
HNRNPA1,54355,5328.764221238297
HNRNPA1,54358,9462.40912522264
HNRNPA1,54359,8143.1675807803695
HNRNPA1,54362,14902.40109201401
HNRNPA1,54363,16361.510465833473
HNRNPA1,54366,13268.424827488856
HNRNPA1,54367,11815.90084350252
HNRNPA1,54370,23923.22192108382
HNRNPA1,54371,10670.460940976456
HNRNPA1,54374,12309.689592251107
HNRNPA1,54375,19284.984837095573
HNRNPA1,54406,17490.067602327457
HNRNPA1,54407,13339.78418536346
HNRNPA1,54410,21727.69298746697
HNRNPA1,54411,7177.3797183203
HNRNPA1,54414,15937.493703087217
HNRNPA1,54415,13114.0128729253
HNRNPA1,54418,16665.087398639876
HNRNPA1,54419,18162.719054009278
HNRNPA1,54422,25584.441582430445
HNRNPA1,54423,8639.611873718459
HNRNPA1,54426,19594.792317241947
HNRNPA1,54427,14800.364097321855
HNRNPA1,54594,16823.121425264333
HNRNPA1,54595,15520.822205175757
HNRNPA1,54598,12704.298518373294
HNRNPA1,54599,13089.969093116875
HNRNPA1,54602,16716.08271945639
HNRNPA1,54603,19707.99911587168
HNRNPA1,54606,6478.355216962299
HNRNPA1,54607,16381.79650475261
HNRNPA1,54610,23137.061457918182
HNRNPA1,54611,17103.827391256018
HNRNPA1,54614,15307.822247566635
HNRNPA1,54615,10525.45446093027
HNRNPA1,54618,26986.35312309289
HNRNPA1,54619,11523.473069679983
HNRNPA1,54622,9357.982221874967
HNRNPA1,54623,17395.637187529337
HNRNPA1,54626,14596.225130178698
HNRNPA1,54627,15366.198386903405
HNRNPA1,54630,19396.148399105987
HNRNPA1,54631,13978.060636084012
HNRNPA1,54662,17283.517789381724
HNRNPA1,54663,10155.553518742085
HNRNPA1,54666,11686.943500621646
HNRNPA1,54667,16481.503757233506
HNRNPA1,54670,30782.107815837466
HNRNPA1,54671,14580.860632176224
HNRNPA1,54674,9850.137978675099
HNRNPA1,54675,12428.30079197929
HNRNPA1,54678,13194.794568840949
HNRNPA1,54679,10270.784545175822
HNRNPA1,54682,10126.659953340319
HNRNPA1,54683,17099.9969681254
HNRNPA1,54850,11388.34125927823
HNRNPA1,54851,17653.34622953011
HNRNPA1,54854,14365.803577432383
HNRNPA1,54855,8029.419088266499
HNRNPA1,54858,9771.153208994574
HNRNPA1,54859,12758.97821501591
HNRNPA1,54862,18010.648129415098
HNRNPA1,54863,14803.584938958526
HNRNPA1,54867,18618.93302305315
HNRNPA1,54870,26219.156869477683
HNRNPA1,54871,23835.833772325248
HNRNPA1,54874,7563.373437761995
HNRNPA1,54875,9312.950905391775
HNRNPA1,54878,20096.120331317277
HNRNPA1,54879,11963.494590332806
HNRNPA1,54882,14862.556066676028
HNRNPA1,54883,18146.079053354766
HNRNPA1,54886,27852.476111531425
HNRNPA1,54887,18088.223043562477
HNRNPA1,54918,7132.205142570233
HNRNPA1,54919,15679.74404429053
HNRNPA1,54922,18506.892513404262
HNRNPA1,54923,15224.674692012328
HNRNPA1,54926,12134.794932742148
HNRNPA1,54927,20458.97074239053
HNRNPA1,54930,13248.32733869287
HNRNPA1,54931,12032.143586962717
HNRNPA1,54934,7294.79543729953
HNRNPA1,54935,14968.016942680844
HNRNPA1,54938,19805.19894664125
HNRNPA1,54939,18716.594701405345
HNRNPA1,55106,14514.652931217544
HNRNPA1,55107,10934.476754146554
